Id,name,value,colour
0,R2-D2,27,#bde0f6
1,CHEWBACCA,28,#A0522D
2,JERJERROD,4,#808080
3,DARTH VADER,13,#000000
4,C-3PO,33,#FFD700
5,BIB FORTUNA,4,#808080
6,JABBA,5,#808080
7,LUKE,31,#3881e5
8,BOUSHH,4,#808080
9,HAN,33,#ff9400
10,LEIA,22,#DCDCDC
11,LANDO,21,#808080
12,EMPEROR,11,#191970
13,YODA,3,#9ACD32
14,OBI-WAN,3,#48D1CC
15,MON MOTHMA,3,#808080
16,ADMIRAL ACKBAR,10,#808080
17,PIETT,5,#808080
18,WEDGE,8,#808080
19,ANAKIN,3,#ce3b59
