Id,name,value,colour
0,R2-D2,40,#bde0f6
1,CHEWBACCA,30,#A0522D
2,C-3PO,43,#FFD700
3,LUKE,89,#3881e5
4,DARTH VADER,26,#000000
5,CAMIE,4,#808080
6,BIGGS,19,#808080
7,LEIA,26,#DCDCDC
8,BERU,6,#808080
9,OWEN,7,#808080
10,OBI-WAN,23,#48D1CC
11,MOTTI,4,#808080
12,TARKIN,13,#808080
13,HAN,45,#ff9400
14,GREEDO,3,#808080
15,JABBA,3,#808080
16,DODONNA,4,#808080
17,GOLD LEADER,15,#808080
18,WEDGE,16,#808080
19,RED LEADER,34,#808080
20,RED TEN,9,#808080
21,GOLD FIVE,9,#808080
