Id,name,value,colour
0,C-3PO,42,#FFD700
1,LUKE,88,#3881e5
2,DARTH VADER,25,#000000
3,CAMIE,3,#808080
4,BIGGS,18,#808080
5,LEIA,25,#DCDCDC
6,BERU,5,#808080
7,OWEN,6,#808080
8,OBI-WAN,22,#48D1CC
9,MOTTI,3,#808080
10,TARKIN,12,#808080
11,HAN,44,#ff9400
12,GREEDO,2,#808080
13,JABBA,2,#808080
14,DODONNA,3,#808080
15,GOLD LEADER,14,#808080
16,WEDGE,15,#808080
17,RED LEADER,33,#808080
18,RED TEN,8,#808080
19,GOLD FIVE,8,#808080
