Id,name,value,colour
0,R2-D2,30,#bde0f6
1,CHEWBACCA,46,#A0522D
2,LUKE,45,#3881e5
3,HAN,51,#ff9400
4,RIEEKAN,8,#808080
5,LEIA,46,#DCDCDC
6,C-3PO,46,#FFD700
7,DERLIN,4,#808080
8,OBI-WAN,4,#48D1CC
9,ZEV,7,#808080
10,PIETT,10,#808080
11,OZZEL,4,#808080
12,DARTH VADER,21,#000000
13,DACK,5,#808080
14,WEDGE,9,#808080
15,JANSON,5,#808080
16,NEEDA,4,#808080
17,EMPEROR,3,#191970
18,YODA,7,#9ACD32
19,BOBA FETT,6,#808080
20,LANDO,23,#808080
