Id,name,value,colour
0,JERJERROD,3,#808080
1,DARTH VADER,12,#000000
2,C-3PO,32,#FFD700
3,BIB FORTUNA,3,#808080
4,JABBA,4,#808080
5,LUKE,30,#3881e5
6,BOUSHH,3,#808080
7,HAN,32,#ff9400
8,LEIA,21,#DCDCDC
9,LANDO,20,#808080
10,EMPEROR,10,#191970
11,YODA,2,#9ACD32
12,OBI-WAN,2,#48D1CC
13,MON MOTHMA,2,#808080
14,ADMIRAL ACKBAR,9,#808080
15,PIETT,4,#808080
16,WEDGE,7,#808080
17,ANAKIN,2,#ce3b59
