"ID";"Regions";"Periods";"NumberOfOrganisations_1";"TheatreHalls_2";"StadiumsAndMultiPurposeHalls_3";"InTheatreHalls_4";"InStadiumsAndMultiPurposeHalls_5";"TotalPerformances_6";"TheatrePerformances_7";"MusicalPerformances_8";"DancePerformances_9";"MusicTheatrePerformances_10";"CabaretPerformances_11";"OtherPerformances_12";"TotalAttendance_13";"TheatrePerformances_14";"MusicalPerformances_15";"DancePerformances_16";"MusicTheatrePerformances_17";"CabaretPerformances_18";"AttendanceOtherPerformances_19"
"0";"NL01   ";"1999JJ00";"     334";"     407";"     160";"  164525";"  163964";"   38183";"   12686";"   10421";"    3045";"    3922";"    5589";"    2522";"   14302";"    1987";"    5372";"    1164";"    2390";"    1961";"    1428"
"1";"NL01   ";"2000JJ00";"     330";"     407";"     160";"  165574";"  163964";"   39537";"   13512";"   10664";"    2633";"    3795";"    5460";"    3472";"   14560";"    2073";"    5580";"     943";"    2591";"    1948";"    1424"
"2";"NL01   ";"2001JJ00";"     322";"     421";"     160";"  171987";"  163964";"   41204";"   13065";"   12303";"    2210";"    4125";"    5621";"    3879";"   15667";"    2330";"    6055";"     796";"    2687";"    2052";"    1750"
"3";"NL01   ";"2002JJ00";"     318";"     433";"     164";"  179572";"  164964";"   43373";"   14204";"   12595";"    2784";"    4184";"    5926";"    3680";"   16085";"    2244";"    6137";"     919";"    2979";"    2078";"    1729"
"4";"NL01   ";"2003JJ00";"     309";"     436";"       .";"  187423";"       .";"   46155";"   14037";"   13086";"    3188";"    4817";"    6395";"    4631";"   16024";"    2239";"    6200";"     912";"    3460";"    2194";"    1020"
"5";"NL01   ";"2004JJ00";"     307";"     434";"       .";"  191383";"       .";"   45998";"   13565";"   14365";"    2742";"    4258";"    7018";"    4049";"   15604";"    1988";"    6637";"     726";"    2979";"    2412";"     861"
"6";"NL01   ";"2005JJ00";"     336";"     502";"     136";"  240481";"  308822";"   53785";"   14462";"   17697";"    3327";"    5474";"    8437";"    4389";"   18387";"    2359";"    7543";"     746";"    4033";"    2684";"    1022"
"7";"NL01   ";"2006JJ00";"     338";"     499";"     134";"  248762";"  284337";"   54796";"   14810";"   18182";"    3310";"    5914";"    8418";"    4162";"   19054";"    2141";"    8105";"     990";"    4258";"    2553";"    1007"
"8";"NL01   ";"2007JJ00";"     341";"     533";"     164";"  262301";"  298054";"   57391";"   15912";"   18250";"    3476";"    6007";"    8806";"    4940";"   19317";"    2220";"    8424";"     788";"    3815";"    2697";"    1373"
"9";"NL01   ";"2008JJ00";"     340";"     511";"     120";"  267869";"  312276";"   58179";"   16855";"   18888";"    2787";"    6881";"    8470";"    4297";"   20291";"    2247";"    8216";"     778";"    4570";"    2725";"    1756"
"10";"NL01   ";"2009JJ00";"     339";"     522";"     134";"  249374";"  212183";"   58364";"   16092";"   21399";"    3384";"    5842";"    7501";"    4146";"   19581";"    2503";"    8623";"     663";"    3810";"    2474";"    1509"
"11";"NL01   ";"2010JJ00";"     343";"     528";"     104";"  255544";"  217195";"   55933";"   17264";"   18218";"    2461";"    5638";"    7317";"    5035";"   19149";"    2593";"    7896";"     757";"    3572";"    2386";"    1944"
"12";"NL01   ";"2011JJ00";"     350";"     537";"     101";"  237792";"  175606";"   59004";"   18654";"   18684";"    2777";"    5731";"    8261";"    4897";"   19204";"    2584";"    7928";"     700";"    3447";"    2483";"    2062"
"13";"NL01   ";"2012JJ00";"     345";"     530";"      99";"  259093";"  188868";"   54880";"   17371";"   17755";"    2225";"    5057";"    7525";"    4947";"   17064";"    2435";"    7588";"     573";"    2853";"    2121";"    1493"
"14";"NL01   ";"2013JJ00";"     336";"     522";"     112";"  251785";"  198418";"   50692";"   14115";"   18041";"    2295";"    4460";"    7847";"    3934";"   17685";"    2554";"    8257";"     702";"    2398";"    2281";"    1493"
"15";"NL01   ";"2014JJ00";"     339";"     543";"      99";"  265645";"  194340";"   51883";"   13169";"   17796";"    2386";"    4627";"    7595";"    6310";"   17358";"    2268";"    8092";"     742";"    2432";"    2035";"    1789"
"16";"NL01   ";"2015JJ00";"     337";"     542";"      99";"  259987";"  186331";"   52104";"   13617";"   18320";"    2316";"    4752";"    7499";"    5600";"   18172";"    2295";"    8459";"     819";"    2629";"    2142";"    1827"
"17";"NL01   ";"2016JJ00";"     335";"     556";"     103";"  274005";"  231580";"   51947";"   11905";"   20069";"    2371";"    4751";"    7539";"    5312";"   18086";"    1980";"    8750";"     755";"    2829";"    2221";"    1552"
"18";"NL01   ";"2017JJ00";"     333";"     546";"     100";"  266128";"  242130";"   52675";"   11388";"   20071";"    2548";"    5315";"    7836";"    5516";"   18466";"    1846";"    9138";"     699";"    3026";"    2281";"    1475"
"19";"NL01   ";"2018JJ00";"     335";"     570";"     104";"  266063";"  249811";"   53583";"   11135";"   20218";"    2364";"    6017";"    8183";"    5667";"   18848";"    1742";"    9461";"     666";"    3304";"    2451";"    1224"
"20";"NL01   ";"2019JJ00";"     339";"     595";"     109";"  265957";"  245296";"   54052";"   11306";"   19836";"    2486";"    6440";"    8498";"    5488";"   19379";"    1712";"    9348";"     701";"    3641";"    2742";"    1235"
"21";"NL01   ";"2020JJ00";"     327";"     554";"      93";"  265138";"  232238";"   25571";"    6027";"    8104";"    1391";"    3143";"    4536";"    2370";"    5350";"     717";"    2381";"     257";"     731";"     968";"     296"
"22";"NL01   ";"2021JJ00";"     334";"     574";"      80";"  281672";"   89118";"   24421";"    4710";"    7006";"    1676";"    2476";"    3842";"    4710";"    4122";"     523";"    1670";"     177";"     716";"     634";"     401"
"23";"NL01   ";"2022JJ00";"     344";"     585";"     103";"  272489";"  229958";"   50311";"    8904";"   20138";"    2879";"    5745";"    7425";"    5220";"   16961";"    1200";"    9568";"     696";"    2378";"    2092";"    1027"
"24";"NL01   ";"2023JJ00";"     338";"     584";"     113";"  267747";"  223447";"   56552";"   10015";"   22019";"    2566";"    6854";"    8125";"    6973";"   20422";"    1541";"   11083";"     899";"    3253";"    2371";"    1275"
"25";"LD01   ";"1999JJ00";"      30";"      38";"      14";"   15344";"    7575";"    3316";"    1195";"    1045";"     195";"     232";"     533";"     116";"     946";"     191";"     364";"      53";"     114";"     189";"      36"
"26";"LD01   ";"2000JJ00";"      30";"      38";"      14";"   15344";"    7575";"    2982";"     931";"     981";"     190";"     225";"     484";"     171";"     929";"     159";"     354";"      44";"     143";"     175";"      53"
"27";"LD01   ";"2001JJ00";"      30";"      38";"      14";"   15344";"    7575";"    3160";"     881";"    1223";"     211";"     280";"     398";"     166";"    1049";"     177";"     472";"      53";"     124";"     143";"      81"
"28";"LD01   ";"2002JJ00";"      27";"      41";"      18";"   16934";"    8575";"    3245";"     896";"    1186";"     192";"     292";"     518";"     162";"    1055";"     171";"     430";"      46";"     147";"     184";"      77"
"29";"LD01   ";"2003JJ00";"      25";"      37";"       .";"   17534";"       .";"    3579";"    1091";"    1156";"     261";"     237";"     488";"     346";"    1227";"     205";"     544";"      91";"     112";"     187";"      88"
"30";"LD01   ";"2004JJ00";"      26";"      39";"       .";"   18184";"       .";"    3579";"     968";"    1340";"     225";"     362";"     558";"     126";"    1132";"     199";"     437";"      62";"     187";"     207";"      39"
"31";"LD01   ";"2005JJ00";"      30";"      47";"      10";"   20391";"   15300";"    4384";"    1237";"    1541";"     243";"     416";"     736";"     211";"    1343";"     210";"     561";"      58";"     200";"     251";"      63"
"32";"LD01   ";"2006JJ00";"      30";"      47";"      12";"   21486";"   11310";"    4290";"    1114";"    1472";"     272";"     361";"     687";"     384";"    1159";"     165";"     462";"      58";"     174";"     207";"      93"
"33";"LD01   ";"2007JJ00";"      30";"      50";"      11";"   20470";"   16310";"    4662";"    1235";"    1538";"     280";"     434";"     709";"     466";"    1437";"     187";"     544";"      60";"     280";"     261";"     103"
"34";"LD01   ";"2008JJ00";"      30";"      46";"       9";"   21773";"    8070";"    5193";"    1584";"    1571";"     297";"     444";"     787";"     509";"    1578";"     238";"     552";"      70";"     303";"     288";"     128"
"35";"LD01   ";"2009JJ00";"      30";"      45";"       7";"   19557";"    6580";"    5206";"    1560";"    1798";"     295";"     548";"     612";"     392";"    1365";"     226";"     506";"      53";"     293";"     201";"      86"
"36";"LD01   ";"2010JJ00";"      30";"      46";"       7";"   20167";"   13300";"    5187";"    1796";"    1609";"     225";"     492";"     701";"     364";"    1372";"     241";"     534";"      62";"     240";"     212";"      83"
"37";"LD01   ";"2011JJ00";"      30";"      44";"       7";"   17085";"   12005";"    5068";"    1504";"    1582";"     258";"     427";"     701";"     595";"    1318";"     213";"     501";"      55";"     206";"     228";"     113"
"38";"LD01   ";"2012JJ00";"      31";"      46";"       7";"   19079";"   14000";"    4048";"    1256";"    1405";"     177";"     286";"     589";"     335";"    1059";"     194";"     437";"      50";"     116";"     194";"      69"
"39";"LD01   ";"2013JJ00";"      30";"      46";"       7";"   19933";"   14000";"    4271";"    1269";"    1411";"     184";"     335";"     719";"     354";"    1293";"     285";"     437";"      55";"     174";"     252";"      91"
"40";"LD01   ";"2014JJ00";"      32";"      52";"       5";"   20526";"   11750";"    3965";"    1158";"    1271";"     203";"     265";"     665";"     402";"    1017";"     205";"     382";"      61";"      74";"     185";"     109"
"41";"LD01   ";"2015JJ00";"      32";"      52";"       6";"   21004";"   12250";"    4287";"    1222";"    1521";"     116";"     380";"     609";"     440";"    1061";"     243";"     428";"      31";"      86";"     173";"      99"
"42";"LD01   ";"2016JJ00";"      29";"      49";"       6";"   23014";"       .";"    3929";"     872";"    1580";"     146";"     271";"     665";"     395";"    1082";"     168";"     477";"      43";"     102";"     200";"      92"
"43";"LD01   ";"2017JJ00";"      28";"      48";"       5";"   25246";"       .";"    3979";"     807";"    1604";"     145";"     346";"     561";"     517";"    1036";"     131";"     493";"      35";"     124";"     169";"      84"
"44";"LD01   ";"2018JJ00";"      29";"      50";"       9";"   21634";"       .";"    4373";"     862";"    1722";"     140";"     509";"     575";"     564";"    1229";"     146";"     560";"      35";"     201";"     186";"     101"
"45";"LD01   ";"2019JJ00";"      29";"      49";"      11";"   21185";"       .";"    4411";"    1049";"    1535";"     133";"     532";"     633";"     530";"    1171";"     170";"     478";"      32";"     197";"     211";"      83"
"46";"LD01   ";"2020JJ00";"      29";"      47";"      11";"   20940";"       .";"    2180";"     470";"     731";"     105";"     315";"     323";"     236";"     462";"      78";"     177";"      19";"      66";"      80";"      42"
"47";"LD01   ";"2021JJ00";"      29";"      51";"       6";"   24492";"    3000";"    1793";"     385";"     597";"      89";"     216";"     263";"     243";"     257";"      45";"     112";"       7";"      34";"      42";"      18"
"48";"LD01   ";"2022JJ00";"      29";"      54";"      11";"   25751";"       .";"    3818";"     616";"    1640";"     169";"     367";"     460";"     566";"     889";"      74";"     475";"      40";"     105";"     143";"      53"
"49";"LD01   ";"2023JJ00";"      29";"      52";"       8";"   26032";"       .";"    4049";"     631";"    1842";"     170";"     338";"     478";"     590";"    1193";"     113";"     590";"      53";"     138";"     162";"     137"
"50";"LD02   ";"1999JJ00";"      56";"      77";"      18";"   31919";"   29724";"    5499";"    1679";"    1391";"     424";"     582";"    1064";"     360";"    1843";"     292";"     635";"     157";"     271";"     321";"     167"
"51";"LD02   ";"2000JJ00";"      54";"      76";"      18";"   31167";"   29724";"    6132";"    2233";"    1486";"     353";"     445";"     908";"     706";"    1775";"     331";"     605";"     134";"     213";"     289";"     204"
"52";"LD02   ";"2001JJ00";"      54";"      81";"      18";"   34837";"   29724";"    5745";"    1928";"    1421";"     300";"     478";"    1085";"     533";"    1811";"     340";"     614";"     130";"     228";"     311";"     188"
"53";"LD02   ";"2002JJ00";"      54";"      83";"      18";"   35643";"   29724";"    6559";"    2284";"    1452";"     383";"     548";"    1054";"     838";"    1966";"     313";"     663";"     137";"     271";"     320";"     263"
"54";"LD02   ";"2003JJ00";"      53";"      82";"       .";"   36311";"       .";"    5869";"    1391";"    1778";"     401";"     560";"    1016";"     722";"    1680";"     255";"     563";"     104";"     273";"     325";"     160"
"55";"LD02   ";"2004JJ00";"      52";"      80";"       .";"   35292";"       .";"    5314";"    1369";"    1515";"     283";"     503";"    1102";"     542";"    1525";"     226";"     511";"      94";"     238";"     356";"     101"
"56";"LD02   ";"2005JJ00";"      64";"      96";"      23";"   42846";"   51075";"    9372";"    2411";"    3047";"     563";"     880";"    1558";"     913";"    2275";"     314";"     927";"     101";"     394";"     401";"     137"
"57";"LD02   ";"2006JJ00";"      63";"      95";"      21";"   49094";"   50575";"    9280";"    2549";"    2912";"     601";"     885";"    1571";"     762";"    2583";"     342";"    1145";"     129";"     404";"     424";"     139"
"58";"LD02   ";"2007JJ00";"      64";"     100";"      35";"   51580";"   55979";"    8827";"    2619";"    2961";"     414";"     790";"    1318";"     725";"    2561";"     352";"    1197";"      99";"     340";"     433";"     141"
"59";"LD02   ";"2008JJ00";"      63";"     100";"      24";"   51163";"   56447";"    9332";"    2823";"    2637";"     506";"     923";"    1539";"     903";"    2925";"     305";"    1380";"     106";"     480";"     440";"     214"
"60";"LD02   ";"2009JJ00";"      64";"     102";"      26";"   52044";"   56185";"    8616";"    2185";"    3242";"     379";"     831";"    1343";"     636";"    2658";"     322";"    1326";"      94";"     360";"     421";"     135"
"61";"LD02   ";"2010JJ00";"      65";"     105";"      21";"   53143";"   56385";"    9186";"    2607";"    2923";"     411";"     849";"    1321";"    1075";"    2780";"     363";"    1251";"     119";"     405";"     395";"     248"
"62";"LD02   ";"2011JJ00";"      65";"     107";"      19";"   51133";"   46430";"    8849";"    2625";"    2793";"     415";"     851";"    1372";"     794";"    2859";"     362";"    1349";"     127";"     367";"     407";"     246"
"63";"LD02   ";"2012JJ00";"      64";"     106";"      14";"   50694";"   58938";"    8614";"    2682";"    2656";"     331";"     698";"    1322";"     924";"    2213";"     328";"     983";"     120";"     243";"     364";"     174"
"64";"LD02   ";"2013JJ00";"      67";"     107";"      19";"   51370";"   50313";"    7788";"    2297";"    2669";"     296";"     592";"    1426";"     507";"    2181";"     301";"    1033";"      97";"     211";"     380";"     159"
"65";"LD02   ";"2014JJ00";"      69";"     111";"      18";"   53427";"   45363";"    8273";"    1986";"    3025";"     356";"     641";"    1240";"    1025";"    2128";"     278";"     947";"     102";"     208";"     331";"     262"
"66";"LD02   ";"2015JJ00";"      69";"     113";"      18";"   53293";"   46413";"    8353";"    1972";"    2962";"     303";"     708";"    1407";"     999";"    2197";"     260";"    1005";"      81";"     245";"     380";"     225"
"67";"LD02   ";"2016JJ00";"      69";"     123";"      24";"   56275";"   47493";"    8315";"    1810";"    3269";"     293";"     721";"    1423";"     798";"    2282";"     250";"    1120";"      78";"     230";"     401";"     203"
"68";"LD02   ";"2017JJ00";"      70";"     112";"      20";"   45165";"   47563";"    8484";"    1782";"    3176";"     330";"     763";"    1483";"     949";"    2371";"     243";"    1228";"      83";"     231";"     385";"     202"
"69";"LD02   ";"2018JJ00";"      68";"     118";"      20";"   47451";"   57013";"    8223";"    1785";"    2996";"     277";"     919";"    1431";"     815";"    2475";"     265";"    1188";"      94";"     341";"     425";"     162"
"70";"LD02   ";"2019JJ00";"      68";"     123";"      21";"   48189";"   50263";"    8514";"    1692";"    3192";"     322";"    1018";"    1573";"     716";"    2485";"     245";"    1228";"      95";"     299";"     484";"     133"
"71";"LD02   ";"2020JJ00";"      68";"     118";"      21";"   49573";"   58213";"    3834";"     653";"    1373";"     137";"     558";"     899";"     214";"     834";"      89";"     355";"      34";"     119";"     194";"      44"
"72";"LD02   ";"2021JJ00";"      68";"     122";"      13";"   52051";"   12713";"    3471";"     642";"    1182";"     184";"     352";"     813";"     298";"     537";"      88";"     226";"      16";"      59";"     115";"      33"
"73";"LD02   ";"2022JJ00";"      73";"     130";"      16";"   50184";"   43048";"    7697";"    1029";"    3256";"     304";"     895";"    1455";"     758";"    2172";"     151";"    1217";"      70";"     218";"     384";"     132"
"74";"LD02   ";"2023JJ00";"      75";"     131";"      18";"   51377";"   40520";"    9495";"    1280";"    3830";"     368";"    1238";"    1656";"    1123";"    2911";"     192";"    1673";"      89";"     337";"     443";"     176"
"75";"LD03   ";"1999JJ00";"     177";"     211";"      96";"   79448";"   78200";"   21977";"    7705";"    5939";"    1884";"    2277";"    2875";"    1298";"    8512";"    1144";"    3567";"     784";"    1590";"    1031";"     395"
"76";"LD03   ";"2000JJ00";"     176";"     210";"      96";"   79448";"   78200";"   22830";"    8114";"    6127";"    1655";"    2262";"    2850";"    1822";"    8808";"    1173";"    3785";"     624";"    1777";"     892";"     556"
"77";"LD03   ";"2001JJ00";"     171";"     219";"      96";"   82191";"   78200";"   24715";"    8028";"    7518";"    1255";"    2489";"    2956";"    2469";"    9653";"    1307";"    3991";"     449";"    1935";"    1161";"     811"
"78";"LD03   ";"2002JJ00";"     170";"     225";"      96";"   86580";"   78200";"   25391";"    8733";"    7570";"    1626";"    2341";"    3178";"    1942";"    9896";"    1361";"    4077";"     572";"    2036";"    1153";"     696"
"79";"LD03   ";"2003JJ00";"     168";"     234";"       .";"   92789";"       .";"   28844";"    9597";"    7696";"    1903";"    3032";"    3664";"    2952";"   10463";"    1404";"    4195";"     525";"    2531";"    1227";"     581"
"80";"LD03   ";"2004JJ00";"     166";"     232";"       .";"   97359";"       .";"   29328";"    9205";"    8843";"    1772";"    2547";"    4067";"    2893";"   10404";"    1267";"    4632";"     451";"    2127";"    1365";"     562"
"81";"LD03   ";"2005JJ00";"     181";"     271";"      79";"  131531";"  201127";"   31778";"    8943";"    9976";"    2125";"    3238";"    4715";"    2781";"   11053";"    1497";"    4421";"     467";"    2459";"    1521";"     688"
"82";"LD03   ";"2006JJ00";"     183";"     268";"      78";"  131001";"  151977";"   31966";"    9173";"   10425";"    1951";"    3544";"    4626";"    2247";"   12036";"    1321";"    5110";"     662";"    2851";"    1457";"     634"
