movie,movieLabel,narrative_location,narrative_locationLabel,lng,lat,genreLabel
http://www.wikidata.org/entity/Q661833,Youngblood,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q671588,Set Me Free,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q727356,White Palms,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q759333,The Edge,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q759333,The Edge,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q762848,Who Is Without Sin,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q814295,Intersection,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q839133,Crash,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q852075,Bewafaa,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q886014,Blueprint,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q886662,Northern Pursuit,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q886823,Blood Relatives,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q948456,Full Blast,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q963688,North West Mounted Police,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q963688,North West Mounted Police,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q830295,The Best Exotic Marigold Hotel,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q836503,Rise of the Footsoldier,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q836503,Rise of the Footsoldier,http://www.wikidata.org/entity/Q21,England,-1,53,action film
http://www.wikidata.org/entity/Q839825,Wilde,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q841274,The Woman in Black,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q858047,The Canterbury Tales,http://www.wikidata.org/entity/Q21,England,-1,53,fantasy film
http://www.wikidata.org/entity/Q879029,Yaadein,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q901213,Four Weddings and a Funeral,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q903930,RED 2,http://www.wikidata.org/entity/Q21,England,-1,53,action film
http://www.wikidata.org/entity/Q910226,Anne of the Thousand Days,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q913389,Howards End,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q921599,If Winter Comes,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q925605,Broken,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q927826,Never Let Me Go,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q927949,Bronson,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q931739,Hunted,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q936017,Lesbian Vampire Killers,http://www.wikidata.org/entity/Q21,England,-1,53,action film
http://www.wikidata.org/entity/Q940014,Pride and Prejudice,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q950865,Doctor Dolittle,http://www.wikidata.org/entity/Q21,England,-1,53,fantasy film
http://www.wikidata.org/entity/Q952079,The Divine Lady,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q955018,Whistle Down the Wind,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q972300,Venus,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q981189,A Bill of Divorcement,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q995363,The Stars Look Down,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q1057622,East Lynne,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q1058426,Sorrell and Son,http://www.wikidata.org/entity/Q21,England,-1,53,drama film
http://www.wikidata.org/entity/Q20870852,Palm Trees in the Snow,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,drama film
http://www.wikidata.org/entity/Q21009314,The Human Pyramid,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,drama film
http://www.wikidata.org/entity/Q21467793,The Sun Never Sets,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,drama film
http://www.wikidata.org/entity/Q21527953,A Passport to Hell,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,drama film
http://www.wikidata.org/entity/Q21528200,A United Kingdom,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,drama film
http://www.wikidata.org/entity/Q26720514,Scorticateli vivi,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,action film
http://www.wikidata.org/entity/Q27590075,I Can Quit Whenever I Want: Masterclass,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,action film
http://www.wikidata.org/entity/Q27964540,Wolf Warrior 2,http://www.wikidata.org/entity/Q15,Africa,7.1881,21.09375,action film
http://www.wikidata.org/entity/Q1024694,Nightbreed,http://www.wikidata.org/entity/Q16,Canada,-109,56,fantasy film
http://www.wikidata.org/entity/Q1024694,Nightbreed,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q1064553,Death Hunt,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q1075182,Chloe,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1153792,Stuck,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1196360,Le Ruffian,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1196360,Le Ruffian,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q1197742,The Decline of the American Empire,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1347783,Niagara,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1475136,Ginger Snaps,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1475136,Ginger Snaps,http://www.wikidata.org/entity/Q16,Canada,-109,56,fantasy film
http://www.wikidata.org/entity/Q1601716,Captains of the Clouds,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1601716,Captains of the Clouds,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
http://www.wikidata.org/entity/Q1620394,49th Parallel,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1658594,Escape from Planet Earth,http://www.wikidata.org/entity/Q16,Canada,-109,56,fantasy film
http://www.wikidata.org/entity/Q1661631,The Trail Beyond,http://www.wikidata.org/entity/Q16,Canada,-109,56,drama film
http://www.wikidata.org/entity/Q1661631,The Trail Beyond,http://www.wikidata.org/entity/Q16,Canada,-109,56,action film
